CompanyName,JobRole,Experience,Skills,Industry
Rarr Technologies,Data Scientist,10-16 Yrs,"C++, data science, Analytical, Machine learning, Cloud, microsoft, Business intelligence, Forecasting",Technology
Rarr Technologies,Data Scientist,6-12 Yrs,"C++, data science, Analytical, Machine learning, Hadoop, microsoft, Business intelligence, Forecasting",Technology
Maruti Suzuki,Data Scientist,4-7 Yrs,"Computer vision, deep learning, Simulation, data science, Neural networks, Machine learning, Hypothesis Testing, Telematics",Automotive
Foreign MNC,Data Scientist with GCP Cloud,6-11 Yrs,"Data Science, GCP, Natural Language Processing, Aws Sagemaker, Aiml, Computer Vision, Machine Learning, Deep Learning","It's impossible to determine the industry of a company named ""Foreign MNC"" without more information.  ""Foreign MNC"" is a very generic description that could apply to a wide range of industries."
Liveketo,Data Scientist,4-7 Yrs,"Data Science, Data Scientist, Tensorflow, Azure, Data Engineering, Power Bi, Hadoop, Data Mining",Health and Wellness
Bizcrum Infotech,Data Scientist - R/Python,2-3 Yrs,"Data Science, deep learning, R, NLP, data processing, MongoDB, machine learning, Python",Information Technology (IT)
Jobpoint,Data Scientist,4-7 Yrs,"Marketing Analytics, Marketing Models, Data Science, Website Modelling, Web technologies, Analytics, Data, Modeling",Recruitment
Jobpoint,Data Scientist,3-8 Yrs,"Data Science, MLOPS, Model Development, Python, SQL, Data, Science, Development",Recruitment
Minfy,Data Scientist,5-8 Yrs,"Computer science, Data analysis, data science, SAS, Agile, Predictive modeling, Scrum, Analytics",Technology
Skilfil Consultants,Data Scientist,5-10 Yrs,"Data Science, GenAI, Azure, Machine Learning, Science, Machine, Data, Microsoft Azure",Consulting
Cerulean Information Technology,Senior Consultant - Data Scientist with Machine Learning (Immediate),8-13 Yrs,"Data Science, Architectural Design, Machine Learning, Python, R, Machine Learning Algorithms, Statistics, SQL",Information Technology
Intense Technologies,Data Scientist,3-7 Yrs,"Computer science, Training, data science, Machine learning, Programming, Natural language processing, Research, Python",Software
Siemens,Data Scientist,2-6 Yrs,"Data analysis, Statistical analysis, data science, Machine learning, Siemens, Programming, model development, Statistics",Conglomerate
Rpa Infotech,Data Scientist - Machine Learning,2-7 Yrs,"Computer science, Operations research, data science, Bfsi, Network analysis, Machine learning, Social networking, Natural language processing",Robotic Process Automation (RPA)
HP Hood,Data Scientist,3-7 Yrs,"Data analysis, data science, Coding, Machine learning, SCALA, SPSS, Operations, Analytics",Food and Beverage
Norstella,Data Scientist,5-10 Yrs,"Data analysis, Usage, GIT, data science, Data modeling, data security, Machine learning, Troubleshooting",Telecommunications
TMD - The Modern Dimension,Data Scientist,2-7 Yrs,"Data Science, Data Scientist, Machine Learning, Algorithm, Data, Machine, Science, Algorithms",Marketing and Advertising.
Rarr Technologies,Data Scientist with LLM Background,2-5 Yrs,"Statistical analysis, data science, Machine learning, Programming, Natural language processing, Research, Statistics, Python",Technology
Response Informatics,Data Scientist,4-7 Yrs,"Training, Data analysis, data science, Machine learning, Infrastructure, Programming, model development, Deployment",Healthcare
Intechnative Systems & Services,Data Scientist,3-6 Yrs,"Computer science, Analytical skills, Data analysis, data science, Machine learning, Data quality, Natural language processing, data visualization",IT
Smarthelio,Data Scientist,5-10 Yrs,"Computer science, Cloud computing, Data analysis, data science, Neural networks, Artificial Intelligence, Machine learning, Signal processing",Renewable Energy
Akhil Systems,Data Scientist,5-8 Yrs,"Computer science, Cloud computing, Statistical analysis, data science, Analytical, Machine learning, Healthcare, data visualization","I do not have access to real-time information, including company databases. To find out the industry of ""Akhil Systems,"" I recommend searching for the company online or using a business directory."
Torcai Digital Media,Data Scientist,2-5 Yrs,"Data analysis, Bidding, Linux, data science, Shell scripting, Mentor, Calculus, Analysis",Digital Media
Gforce Consulting Solutions,Data Scientist,3-8 Yrs,"Computer vision, Marketing analytics, data science, Risk analytics, Analytical, Demand forecasting, Consulting, Natural language processing",Consulting
Prakhar Software,Data Scientist,3-8 Yrs,"data science, Analytical, Machine learning, Data quality, Research, Quality, Machine, Data",Software
Rapid Canvas,Data Scientist,4-9 Yrs,"Computer science, Operations research, data science, GCP, Machine learning, SAGE, Data mining, AWS",Business Strategy and Innovation Consulting
Somet Consulting,Data Scientist,5-10 Yrs,"Machine Learning, Data Science, Predictive Modeling, Pyspark, Logistic Regression, Fintech, Natural Language Processing, Credit Risk Modelling",Consulting
Response Informatics,Data Scientist,8-9 Yrs,"Computer vision, deep learning, data science, Focus, Machine learning, Programming, Natural language processing, Python",Healthcare
Welocalize,Data Scientist,3-7 Yrs,"Computer science, data science, Analytical, Machine learning, Predictive modeling, data visualization, microsoft, SQL",Language services.
Response Informatics,Data Scientist-Deep Learning,8-9 Yrs,"Computer vision, deep learning, data science, Focus, Machine learning, Programming, Natural language processing, Python",Healthcare
Response Informatics,Data Scientist-Deep Learning/Transformer,8-10 Yrs,"image processing, python, natural language processing, scikit-learn, neural networks, machine learning, artificial intelligence, text analytics",Healthcare
Bwise Solutions,Data Scientist,6-11 Yrs,"Machine Learning, Statistics, Data Science, Data Bricks, Analytics, Machine, Data, Bricks",IT
Dalmia Cement,Data Scientist,5-10 Yrs,"Data Science, R, Azure Data Lake, Machine Learning, Python, ETL, Azure Data Factory, Machine",Cement
Capgemini,GenAI Expert,5-10 Yrs,"scala, data science, python, machine learning, r, hive, c++, apache pig",Information Technology (IT)
Accenture,Data Engineer,3-8 Yrs,"data analytics, data mining, data engineering, sql, data modeling, python, talend, presentation skills",Consulting.
Alter Domus,"Analyst, Business Delivery",0-5 Yrs,"Analytical skills, Analyst, Quality improvement, Equity, Data quality, Business delivery, Data analytics, Managing Director",Financial Services
Bluestone.com,Data Analyst,2-4 Yrs,"Data Analysis, develop dashboards, Data Management, Data Visualization, Data Extraction, Data Analytics, Dashboard Development, Development",Financial Services
Accenture,Business Function Implement Practitioner,5-7 Yrs,"machine learning, data visualization, machine learning algorithms, statistics, data munging, python, data analysis, data analytics",Consulting.
Accenture,Business Analyst,5-7 Yrs,"project management, sap, customer engagement, business analysis, marketing, visualforce, data analysis, data analytics",Consulting.
Accenture,Data Engineer,3-8 Yrs,"data analytics, project delivery management, machine learning algorithms, statistics, data munging, linear regression, power bi, machine learning",Consulting.
Firstsource Laboratory Solutions,Analyst,0-3 Yrs,"python, data analysis, data management, data analytics, data mining, predictive analytics, data warehousing, business analysis",Laboratory Solutions
Sigma Aldrich Chemicals,Analyst,1-3 Yrs,"python, data analysis, data management, data analytics, data mining, predictive analytics, data warehousing, business analysis",N/A
1to10x,Data Science trainers/instructors/subject matter experts required,1-6 Yrs,"Python, Google Sheets, Data Science, Excel, Tableau, Data Analytics, Machine Learning, SQL",Technology
Accenture,S&C Global Network - AI - GenAI - Marketing Analytics - Consultant,2-7 Yrs,"python, microsoft azure, sql, data science, aws, project management, data analysis, data analytics",Consulting.
Accenture,Data Engineer,3-8 Yrs,"pyspark, machine learning, machine learning algorithms, statistics, data munging, data analytics, linear regression, power bi",Consulting.
Honeywell,Advanced Data Engineer,6-11 Yrs,"query optimization, Cloud, data governance, Data analytics, Informatica, Continuous improvement, SQL, Python",Aerospace and Technology
ANZ,Data Engineer,2-5 Yrs,"Banking, Manager Technology, Data quality, Data analytics, Operations, Transaction banking, Financial services, SQL",Financial Services
ANZ,Data Analyst,1-5 Yrs,"Analytical, Banking, Manager Technology, Data Analyst, Data analytics, Stakeholder management, Transaction banking, Financial services",Financial Services
SBI Card,Manager - Fraud Analytics & Monitoring,4-5 Yrs,"Report generation, SAS, data science, Machine learning, Regulatory compliance, Data analytics, fraud monitoring, Customer experience",Financial Services
AMERICAN EXPRESS,American Express - Senior Analyst - Data Science,1-5 Yrs,"Data Analysis, Data Analytics, Data Collection, Collections, Senior, American, Data, Data Science",Financial services.
Accenture,Data Engineer,3-8 Yrs,"data analytics, data mining, data engineering, sql, data modeling, python, talend, presentation skills",Consulting.
ANZ,Data Engineer,2-5 Yrs,"Automation, Schema, Agile, Data processing, Data analytics, Oracle, Teradata, Financial services",Financial Services
Vizlogic Digital Solutions Pvt Ltd,Data Scientist,3-5 Yrs,"Data Science, Data Mining, Data Visualization, Data Werehousing, Azure Data Factory, Power Bi, Storytelling, Azure Databricks",Information Technology
Biz Tech Consultants,Data Scientist,3-8 Yrs,"Data Science, Azure, Model Creation/ solution, Scikit-learn, NumPy, PyTorch, OpenCV, GCP",Consulting
Biz Tech Consultants,Data Scientist,3-8 Yrs,"Data Science, Azure, Model Creation/ solution, Scikit-learn, NumPy, PyTorch, OpenCV, GCP",Consulting
Live Connections,Data Scientist - Diversity,7-12 Yrs,"Data Science, Tensorflow, Machine Learning, NoSQL, MSSQL, Deep Learning, Data, SQL Server",Telecommunications
Paypal,Data Engineer,1-6 Yrs,"Coding, Analytical, Diversity and Inclusion, SCALA, data governance, product life cycle, Data analytics, big data",Financial services
ADD Ur Co Llp,Data Analyst,3-5 Yrs,"Power Bi, Data Visualization, Process Optimization, Data Analytics, SQL, Business Intelligence, Data Analysis, Statistical Data Analysis","I do not have access to real-time information, including business databases.  To find out what industry ADD Ur Co Llp belongs to, you would need to research it using:

* **Company registration databases:** Check the registry of your country or region where the company is registered.
* **Business directories:** Look for the company in online business directories like Yelp, Google My Business, or Dun & Bradstreet.
* **Social media:** Search for the company on LinkedIn or other professional platforms to see what they share about their industry."
MIT Pune,Data Analyst,4-8 Yrs,"MIS, Data Management, Data Analysis, Data Analytics, Data Extraction, Data Reporting, Management, Analysis",Education
Accenture,Business Analyst,3-8 Yrs,"fico, fi, sap, accounting, ca, project management, data analytics, gap analysis",Consulting.
Accenture,Data Engineer,3-8 Yrs,"data analytics, data mining, data engineering, sql, data modeling, python, talend, presentation skills",Consulting.
Weitglobal,Data engineer,3-6 Yrs,"Data analysis, Automation, Infrastructure management, GCP, data manipulation, Cloud, Data processing, Data analytics",Logistics
Docmation,Senior Specialist - Talent Acquisition,3-5 Yrs,"Networking, data science, Talent acquisition, Social media, Focus, Data analytics, HR, Management",Software
Pixel Media,Senior Specialist - Talent Acquisition,3-6 Yrs,"Networking, data science, Talent acquisition, Social media, Focus, Data analytics, HR, Management",Media
Celzene It Services,Data Analyst,0-1 Yrs,"Power Bi, Tableau, Data Analytics, SQL, Python, Data Visualization, Data Cleansing, Healthcare",Information Technology (IT)
Impact Guru,Data Analyst - Andheri ( WFO ),2-4 Yrs,"excel, Google Sheets, analytics, Advance excel, Tableau, Power Bi, Data Management, Data Analysis",Non-profit
Eaton Technologies,Data Engineer,2-3 Yrs,"microsoft power bi, advanced analytics, algorithms, modeling, analytical, big data analytics, bi, knime",Power Management
